Brand,Description,Size,SalesQuantity,SalesDollars,SalesPrice
2935,Talisker 18 Yr Old Scotch,750mL,49,4899.51,99.99000000000001
2938,Kennedy's Original Irish,750mL,12,191.88,15.99
2939,Berentzen Bushel & Barrel,750mL,6,89.94,14.99
2940,Hakushu 12 Yr Japanese Whsky,750mL,33,2837.67,85.99000000000001
2942,Glen Grant 10 Yr Single Malt,750mL,35,1352.65,38.64714285714286
2943,The Macallan 18 Yr Old,375mL,1,119.99,119.99
2944,The Glenlivet Founders Res,750mL,290,13132.1,45.28310344827587
2945,The Macallan Rare Cask,750mL,14,4149.860000000001,296.41857142857145
2946,Highland Park 15 Yr Old,750mL,48,3859.52,80.40666666666667
2949,Lock Stock & Barrel Rye,750mL,7,790.93,112.99
2951,Old Bushmills Irish Whiskey,1.75L,282,11240.18,39.85879432624114
2952,Old Bushmills,750mL,593,12515.07,21.10467116357504
2953,Bowmore Mizurana,750mL,3,2999.97,999.9899999999999
2954,Highland Park 12 Yr Single,750mL,119,6299.81,52.939579831932775
2955,Auchentoshan 18 Yr Scotch,750mL,6,779.94,129.99
2956,Vat 69 Gold,1.75L,758,11362.42,14.99
2957,Glenfarclas 12-Yr Scotch,750mL,200,7230.0,36.15
2958,Dalwhinnie 15-Yr Single Mal,750mL,201,12327.99,61.33328358208955
2959,Spring 44 Old Tom Gin,750mL,2,77.98,38.99
2960,The Macallan Fine Oak 15 Yr,750mL,98,10129.02,103.35734693877552
2964,Auchentoshan 21 Yr Scotch,750mL,24,5399.76,224.99
2965,Ardbeg 10 Yr Single Malt Sc,750mL,234,10574.66,45.1908547008547
2967,Glenfiddich Solera 15-Yr RS,750mL,157,9287.43,59.155605095541404
2969,Laphroaig 32 Yr Old Scotch,750mL,1,1199.99,1199.99
2973,Eagle Rare Single Barrel Bo,750mL,743,20742.57,27.917321668909825
2974,Sazerac 6 Yr Straight Rye,750mL,1,29.99,29.99
2975,Bird Dog Blackberry Whiskey,750mL,458,6865.42,14.99
2976,Islay Mist 8 Yr Old Scotch,750mL,7,117.92999999999999,16.847142857142856
2978,Dark Corner Peach Shine,750mL,14,293.86,20.990000000000002
2979,Bowmore 12-Yr Scotch,750mL,81,3944.19,48.693703703703704
2982,Highland Park Dark Origins,750mL,36,2865.64,79.60111111111111
2985,Gibsons 12YO Gold Canadian W,750mL,23,562.77,24.468260869565217
2986,Hibiki Harmony Japan Whiskey,750mL,147,9700.529999999999,65.99
2988,Sauza 901 Silver Tequila,750mL,92,2299.08,24.99
2989,The Macallan 18 Yr Old,750mL,58,15079.42,259.99
2990,Bulldog Gin,750mL,36,891.64,24.767777777777777
2991,Tullibardine Single Malt,750mL,34,1699.66,49.99
2992,Hudson Baby Bourbon Whiskey,750mL,120,5998.8,49.99
2994,Hudson Manhattan Rye,750mL,71,3549.29,49.99
2995,Jim Beam Maple,1.75L,2,47.98,23.99
2997,Yamazaki 12 Yr Japanese,750mL,24,2063.7599999999998,85.99
3002,Pinnacle Red Liquorice,750mL,1,9.99,9.99
3008,Pinnacle Red Liquorice,1.75L,11,175.89,15.989999999999998
3009,Barr Hill Vodka,750mL,8,439.92,54.99
3012,Pinnacle Vodka,50mL,4685,4638.15,0.9899999999999999
3015,360 Glazed Donut Vodka,750mL,2,25.98,12.99
3016,Bombay Sapphire East Gin,750mL,386,8450.14,21.891554404145076
3020,Pinnacle Blueberry Vodka,750mL,365,4505.35,12.343424657534248
3022,La Collection Ski Boot,375mL,4,119.96,29.99
3025,Ciroc Snap Frost Vodka,375mL,1223,14821.27,12.118781684382666
3030,Smirnoff Whipped Cream,1.75L,1,16.99,16.99
3038,Zhenka Raspberry Vodka,1.75L,1545,16785.55,10.864433656957928
3039,Stoli Salted Karamel,750mL,257,4630.429999999999,18.0172373540856
3040,Tito's Handmade Vodka,Liter,1940,46380.6,23.907525773195875
3041,Zhenka Pink Lemonade Vodka,1.75L,895,9412.05,10.516256983240222
3042,Ciroc Red Berry Vodka,375mL,1038,12778.12,12.310327552986513
3045,Pinnacle Salted Caramel,750mL,685,6965.150000000001,10.168102189781022
3046,Ciroc Peach Vodka,1.75L,42,2375.58,56.56142857142857
3050,Bowman Vodka,1.75L,2185,19643.15,8.99
3053,Three Olives Cherry Vodka,50mL,8,7.92,0.99
3054,Smirnoff Kissed Caramel,750mL,729,9111.710000000001,12.49891632373114
3055,Pucker Sour Apple Sass Vodka,750mL,1,9.49,9.49
3058,Three Olives Vodka,50mL,66,65.34,0.9900000000000001
3061,Absolut Grapevine Vodka,750mL,88,1296.12,14.728636363636362
3062,Russian Standard Platinum,750mL,174,4208.26,24.185402298850576
3065,Three Olives Grape Vodka,50mL,81,80.19,0.99
3070,Peligroso Reposado Tequila,750mL,30,659.6999999999999,21.99
3072,Ciroc Peach Vodka,750mL,451,12282.49,27.23390243902439
3079,Devils Spring Vodka,750mL,213,3161.87,14.844460093896712
3084,Patron Silver Tequila,200mL,6,89.94,14.99
3085,Absolut Mini Bar 5/50mls,50mL 5 Pk,1783,10680.17,5.99
3086,Ciroc Coconut Vodka,1.75L,76,4233.24,55.70052631578947
3089,Evan Williams Honey Reserve,750mL,1155,11910.45,10.312077922077922
3092,Stolichnaya 100* Vodka,750mL,2,43.98,21.99
3095,Russian Diamond Vodka,750mL,4,79.96,19.99
3096,Three Olives Loopy Vodka,50mL,9,8.91,0.99
3100,Ciroc Red Berry Vodka,1.75L,62,3488.38,56.2641935483871
3102,Smirnoff Traveler,1.75L,6657,119759.43,17.99
3104,Smirnoff Whipped Cream,750mL,458,5683.42,12.409213973799126
3107,Don Julio 70th Anniversary,750mL,102,6730.98,65.99
3120,Absolut Cilantro,750mL,12,179.88,14.99
3121,Pinnacle Rainbow Sherbet,750mL,112,1066.88,9.525714285714287
3123,Booths London Dry Gin,1.75L,563,8439.37,14.990000000000002
3125,Pinnacle Strawbery Shortcake,750mL,120,1144.3,9.535833333333333
3131,Pinnacle Key Lime Whipped,750mL,5,64.95,12.99
3133,Svedka Strwbry Lemonad Vodka,750mL,924,10156.76,10.992164502164503
3137,Three Olives Blueberry Vodka,50mL,1697,1680.03,0.99
3138,Svedka 100 Vodka,750mL,108,1294.92,11.99
3139,Grey Goose Le Melon,750mL,252,6045.48,23.99
3147,Stolichnaya Chocolat Kokonut,50mL,358,354.42,0.99
3150,Svedka Mango Pineapple Vodka,750mL,885,9734.15,10.999039548022598
3151,UV Whipped Vodka,750mL,9,67.41,7.489999999999999
3152,Three Olives Jacked Apple,750mL,15,164.85,10.99
3153,Rye Harbor Vodka,750mL,117,2104.83,17.99
3154,New Amsterdam Peach Vodka,750mL,848,8602.52,10.144481132075473
3158,Pinnacle Tropical Punch,1.75L,869,14764.31,16.99
3159,Sobieski Vodka,750mL,84,641.66,7.638809523809523
3160,Little Black Dress Vodka,750mL,14,139.86,9.99
3161,New Amsterdam Red Berry,750mL,780,7863.2,10.08102564102564
3162,Burnett's Peach Vodka,50mL,2049,2028.51,0.99
3163,Three Olives Dude Vodka,750mL,17,254.83,14.99
3168,Belvedere UF Intense Vodka,750mL,129,3736.71,28.966744186046512
3170,Pinnacle Orange Whipped,750mL,4,37.96,9.49
3172,Skyy Infusions Blood Orange,750mL,267,3969.33,14.866404494382023
3174,Cold River Vodka,750mL,162,5498.38,33.940617283950616
3176,Smugglers Notch Vodka,750mL,103,2882.97,27.99
3180,New Amsterdam Vodka,1.75L,6340,95934.6,15.131640378548896
3182,Black Fig Vodka,750mL,2,63.98,31.99
3183,Jose Cuervo Tradicional Slvr,750mL,211,4217.889999999999,19.99
3185,Grey Goose L'Orange Vodka,1.75L,36,1691.64,46.99
3186,Smirnoff Mango Vodka,750mL,18,233.82,12.99
3187,Three Olives Cake Vodka,750mL,12,179.88,14.99
3189,Skyy Infusions Dragon Fruit,750mL,165,2491.35,15.099090909090908
3193,Absolut Wild Tea,750mL,23,336.77,14.642173913043477
3194,Grey Goose Cherry Noir Vodka,750mL,433,10387.67,23.99
3196,Absolut Orient Apple Vodka,750mL,1,19.99,19.99
3197,Pinnacle Vodka 100 Proof,1.75L,390,8108.099999999999,20.79
3199,Grey Goose La Poire Vodka,1.75L,38,1785.6200000000001,46.99
3201,Plymouth Gin,750mL,216,7081.84,32.7862962962963
3203,Magellan Gin,750mL,12,311.88,25.99
3204,Twenty 2 Vodka,750mL,71,1690.29,23.806901408450702
3209,Hammer & Sickle Vodka,750mL,437,8735.63,19.99
3216,Fleischmanns X Dry Gin,1.75L,922,10440.78,11.324056399132322
3218,Firefly Sweet Tea Vodka,750mL,244,3523.56,14.440819672131147
3219,Svedka Grapefruit Jalapeno,50mL,905,895.95,0.9900000000000001
3220,Svedka Clementine Vodka,1.75L,430,8301.699999999999,19.306279069767438
3221,Pinnacle Raspberry Vodka,750mL,564,6238.36,11.060921985815602
3227,Taaka Gin,1.75L,1363,12253.37,8.99
3230,Svedka Grapefruit Jalapeno,750mL,116,1100.84,9.489999999999998
3231,Pinnacle Tropical Punch Vdka,750mL,353,3945.4700000000003,11.176968838526912
3233,Belvedere Wild Berry,750mL,74,1889.26,25.53054054054054
3234,Hendrick's Gin,1.75L,307,20350.93,66.28967426710098
3235,Absolut Berri Acai,750mL,181,3256.1899999999996,17.99
3236,Pinnacle Pecan Pie,750mL,63,601.37,9.545555555555556
3237,Firefly Sweet Tea Vodka,1.75L,178,4616.219999999999,25.9338202247191
3238,Hendrick's Gin,750mL,1312,39782.88,30.32231707317073
3239,Seagram's Red Berry Vodka,750mL,46,459.54,9.99
3243,Burnetts Vodka,1.75L,4307,51236.43,11.89608312050151
3244,Burnetts Vodka,750mL,1329,7841.91,5.900609480812641
3246,Bentley's Vodka,1.75L,5403,47492.37,8.790000000000001
3250,Pinnacle Cake Vodka,750mL,7,66.42999999999999,9.489999999999998
3253,Gilbeys London Dry,1.75L,3133,38974.67,12.440047877433768
3257,Gilbeys London Dry Trav,750mL,903,6177.97,6.841605758582503
3268,Pinnacle CranApple Vodka,750mL,342,3658.58,10.697602339181286
3271,New Amsterdam Vodka,375mL,12,71.88,5.989999999999999
3272,Sobieski Vodka,1.75L,952,17296.48,18.16857142857143
3276,Gordons London Dry,1.75L,3090,46319.1,14.99
3277,Skyy Infusions Georgia Peach,750mL,1,11.99,11.99
3278,Gordons London Dry,750mL,1095,8749.05,7.989999999999999
3279,Double Cross Vodka,750mL,57,1974.43,34.63912280701754
3282,Skyy Watermelon Fresca Vodka,50mL,1717,1699.83,0.99
3285,Svedka Strawberry Colada,750mL,43,429.57,9.99
3286,Ciroc Snap Frost Vodka,1.75L,121,6814.79,56.32057851239669
3288,Svedka Strwbry Lemonad Vodka,1.75L,122,2800.7799999999997,22.957213114754097
3292,GlenDronach 1995,750mL,5,849.95,169.99
3294,Leaf Vodka Alaskian Glacial,750mL,124,2060.7599999999998,16.619032258064514
3295,Tito's Handmade Vodka,375mL,1642,18967.58,11.551510353227773
3296,Belvedere Pink Grapefruit,750mL,70,1849.3,26.41857142857143
3300,Smirnoff Sorbet Mango/Pasion,50mL,2932,2902.68,0.99
3301,Triple Crown Blended Whiskey,750mL,12,191.88,15.99
3303,Smirnoff Light Lemon Sorbet,50mL,1,0.99,0.99
3304,Hook's Black Spiced Rum,1.75L,2,39.98,19.99
3305,Canada House Canadian Whisky,1.75L,465,5685.35,12.226559139784946
3306,Hammer & Sickle Vodka,1.75L,48,1391.52,28.99
3310,Pinnacle Vodka,375mL,2781,16197.19,5.82423229054297
3314,El Jimador Blanco Tequila,1.75L,202,5994.98,29.678118811881188
3315,Smirnoff Sorbet Rasp/Pomegra,50mL,4409,4364.91,0.99
3316,Ciroc Peach Vodka,375mL,1196,14508.04,12.13046822742475
3320,Rosita Tequila Wh,Liter,301,2796.29,9.29
3321,Rosita Tequila Gold,Liter,179,1662.9099999999999,9.29
3324,Milagro Silver Select Barrel,750mL,47,2359.53,50.202765957446815
3325,Pinnacle Caramel Apple Vodka,750mL,346,3475.54,10.044913294797688
3326,Jenkins Gin,1.75L,1305,12993.95,9.957049808429119
3329,Seagrams Extra Smooth Vodka,1.75L,606,10487.939999999999,17.306831683168316
3335,Tanqueray Sterling Vodka,750mL,514,5648.86,10.99
3341,Bombay Sapphire & East 2 Pak,750mL 2 Pk,5,174.95000000000002,34.99
3343,Bombay Sapphire Gin,375mL,522,6780.78,12.99
3344,Bombay Sapphire Gin,750mL,1700,37165.0,21.861764705882354
3345,Bombay Sapphire Gin,50mL,1441,2867.59,1.99
3347,Milagro Silver Tequila,1.75L,270,10852.300000000001,40.193703703703704
3348,Bombay Sapphire Gin,1.75L,2212,79231.88,35.81911392405063
3349,Russian Standard Vodka,50mL,2234,2211.66,0.9899999999999999
3350,Ice Fox Vodka,750mL,34,543.66,15.989999999999998
3351,Pinnacle Whipped Vodka,1.75L,1504,25552.96,16.99
3352,Ciroc Coconut Vodka,750mL,359,9867.41,27.4858217270195
3354,Ketel One Vodka,375mL,500,7495.0,14.99
3355,Truuli Peak Vodka,750mL,7,174.92999999999998,24.99
3356,Svedka Vodka,375mL,2143,12943.57,6.039930004666355
3359,Skyy Infusions Vanilla Bean,50mL,22,21.78,0.9900000000000001
3361,Pinnacle Double Espresso,750mL,8,103.92,12.99
3362,Poland Spring Gin,Liter,455,2725.45,5.989999999999999
3363,Lunazul Reposado Tequila,750mL,161,2558.39,15.890621118012422
3364,Absolut Ruby Red,1.75L,616,15907.84,25.824415584415586
3365,Russian Standard Vodka,1.75L,99,2474.0099999999998,24.99
3366,Tanqueray Rangpur Gin,1.75L,371,13274.29,35.77975741239892
3367,Pinnacle Pomegranate Vodka,750mL,436,4753.64,10.902844036697248
3368,Pinnacle Grape Vodka,1.75L,536,9106.64,16.99
3371,Skyy Infusions Georgia Peach,50mL,15,14.85,0.99
3373,Svedka Citron Vodka,1.75L,364,7004.36,19.24274725274725
3376,Tommy Guns Vodka,750mL,114,4558.860000000001,39.99
3377,Tanqueray Rangpur Gin,750mL,102,2548.98,24.99
3385,Pinnacle Strawbry Kiwi Vodka,1.75L,514,8732.859999999999,16.99
3388,Seagrams Extra Dry Gin,750mL,473,4562.27,9.6453911205074
3389,Seagrams Extra Dry Gin,1.75L,999,16973.01,16.99
3390,Cold River Blueberry Vodka,750mL,164,4918.36,29.99
3395,Jeremiah Weed Sweet Tea Vdka,750mL,97,1418.03,14.618865979381443
3396,Smirnoff Vanilla Vodka,1.75L,507,11082.929999999998,21.859822485207097
3397,Ciroc Red Berry Vodka,750mL,619,17224.809999999998,27.82683360258481
3402,Pinnacle Vanilla,750mL,8,103.92,12.99
3404,Skinnygirl Vodka,750mL,109,1943.4099999999999,17.8294495412844
3405,Tito's Handmade Vodka,1.75L,9203,275162.97,29.899268716722805
3406,Skinnygirl Tangerine Vodka,750mL,45,674.55,14.989999999999998
3407,UV Sriracha Vodka,50mL,2,1.98,0.99
3408,Ketel One Oranje,750mL,37,753.63,20.368378378378377
3409,Crystal Head Vodka,750mL,92,4539.08,49.33782608695652
3410,American Harvest Organic,750mL,367,6235.33,16.99
3412,Skyy Infusions Pineapple,750mL,141,2140.59,15.181489361702129
3414,New Amsterdam Citron Vodka,375mL,95,474.05,4.99
3416,Danziger Gold Vodka,750mL,31,464.69,14.99
3420,New Amsterdam Coconut Vodka,750mL,620,6236.8,10.059354838709679
3422,Beefeater,750mL,399,8538.01,21.398521303258146
3423,Beefeater,1.75L,3048,82265.51999999999,26.989999999999995
3424,Peligroso Cinnamon Tequila,750mL,10,159.9,15.99
3425,Olmeca Altos Plata Tequila,750mL,227,5329.73,23.478986784140968
3427,Stolichnaya Blueberi,1.75L,528,14115.72,26.734318181818182
3432,Capri Natura Limoncello,750mL,6,107.94,17.99
3436,Bombay Dry Gin,1.75L,1138,28646.62,25.172776801405973
3437,Bombay Dry Gin,750mL,309,5572.91,18.035307443365696
3439,Broker's London Dry Gin,750mL,66,1380.34,20.914242424242424
3440,VanGogh Acai Blueberry Vodka,750mL,5,139.95,27.99
3441,One Roq RSV Vodka,750mL,3,71.97,23.99
3444,Hornitos Plata Tequila,1.75L,448,17903.52,39.96321428571429
3449,Van Gogh Pomegranate Vodka,750mL,1,27.99,27.99
3452,Vanya Light Vodka,1.75L,1897,15214.33,8.020205587770164
3453,Smirnoff Sours Green Apple,750mL,1,9.49,9.49
3456,Tanqueray Sterling Vodka,1.75L,964,20990.36,21.774232365145227
3457,Olmeca Altos Plata Tequila,1.75L,137,5323.63,38.85861313868613
3458,Ciroc Amaretto Vodka,750mL,333,6656.669999999999,19.99
3460,Corzo Anejo Tequila,750mL,34,1973.66,58.04882352941177
3461,Corzo Silver Tequila,750mL,2,99.98,49.99
3462,Absolut Ruby Red,750mL,344,6188.5599999999995,17.99
3464,UV Blue Raspberry Vodka,1.75L,570,8174.3,14.340877192982456
3467,El Jimador Reposado Tequila,750mL,10,189.89999999999998,18.99
3468,Three Olives Watermeln Vodka,750mL,11,164.89000000000001,14.990000000000002
3472,Cazadores Blanco Tequila,750mL,153,2968.47,19.40176470588235
3473,Caribaya Lemonade Punch,1.75L,1,10.99,10.99
3475,Cazadores Anejo Tequila,750mL,2,59.98,29.99
3476,Reyka Vodka,750mL,229,5075.71,22.16467248908297
3481,Citadelle Gin,750mL,79,1737.2099999999998,21.99
3483,Kru 82 Vodka,750mL,41,614.59,14.99
3485,Luksusowa Potato Vodka,1.75L,1680,37300.2,22.202499999999997
3486,Tanqueray,375mL,496,6443.04,12.99
3487,Stolichnaya Blueberi,750mL,435,7868.65,18.088850574712644
3488,Tanqueray,750mL,1578,34688.22,21.98239543726236
3489,Tanqueray,1.75L,4119,137024.81,33.266523428016505
3495,Ketel One Citroen Vodka,1.75L,212,8041.88,37.9333962264151
3497,Johnnie Walker Platinum,750mL,127,12648.73,99.59629921259842
3498,Baileys Vanilla Cinnamon,750mL,291,6114.09,21.010618556701033
3500,Tito's Handmade Vodka,50mL,3925,7411.25,1.8882165605095542
3502,Pinnacle Vodka,750mL,1049,11826.51,11.274080076263107
3503,Smirnoff Sorbet Rasp/Pomegra,750mL,655,7352.45,11.225114503816794
3505,Tito's Handmade Vodka,750mL,3415,72263.84999999999,21.16071742313323
3508,Llord's Orange Curacao,Liter,25,149.75,5.99
3510,Smirnoff Light Lemon Sorbet,750mL,246,2714.54,11.034715447154472
3511,New Amsterdam Vodka,750mL,1646,16658.54,10.120619684082625
3512,Pinnacle Vodka,1.75L,7472,126296.28,16.902607066381155
3513,Ciroc Snap Frost Vodka,750mL,415,11574.849999999999,27.891204819277103
3514,Llord's Blue Curacao,Liter,2,11.98,5.99
3515,Skyy Infusions Citrus Vodka,1.75L,284,6642.16,23.387887323943662
3517,Smirnoff Sorbet Mango/Pasion,750mL,291,2824.59,9.706494845360826
3518,Cabot Trail Maple Whisky,750mL,103,2077.97,20.174466019417473
3522,Platinum 7X Distilled Vodka,1.75L,5394,70092.06,12.994449388209121
3524,Pravda Polish Vodka,750mL,455,9095.449999999999,19.99
3525,Gold Crown Vodka,Liter,432,2717.28,6.29
3527,Reyka Vodka,1.75L,439,13083.609999999999,29.803211845102503
3528,Don Felix Anejo Tequila,750mL,61,2439.3900000000003,39.99
3529,U V Vodka,1.75L,1540,21780.6,14.143246753246752
3530,Pinnacle Peach Vodka,750mL,81,770.19,9.50851851851852
3532,Milagro Reposado Tequila,750mL,153,4526.469999999999,29.58477124183006
3533,Lidestri Pink Limoncello,750mL,75,1515.25,20.203333333333333
3534,Milagro Silver Tequila,750mL,603,15209.97,25.223830845771143
3539,MacGavin's Highland Scotch,750mL,81,1457.1899999999998,17.99
3545,Ketel One Vodka,1.75L,11883,357759.17,30.106805520491456
3547,Ketel One Vodka,50mL,1581,4410.99,2.79
3549,Ketel One Vodka,750mL,1007,26542.93,26.35842105263158
3560,Ciroc Amaretto Vodka,375mL,16,195.34,12.20875
3562,Pearl Vodka,50mL,1966,1946.34,0.99
3564,Ciroc Amaretto Vodka,1.75L,6,341.94,56.99
3565,Ultimat Vodka,750mL,33,1102.67,33.414242424242424
3568,Pearl Cucumber Vodka,50mL,1927,1907.73,0.99
3571,Absolut Vanilia,50mL,958,1906.42,1.99
3572,Pinnacle Habanero Vodka,750mL,54,539.46,9.99
3573,Stoli Elite Vodka,1.75L,3,299.96999999999997,99.99
3578,Stolichnaya Elit Vodka,750mL,42,2449.58,58.32333333333333
3579,Ciroc Pineapple Vodka,375mL,822,9992.28,12.156058394160585
3580,Smirnoff Orange Vodka,750mL,676,7595.24,11.235562130177515
3583,Smirnoff Orange Vodka,1.75L,514,11250.859999999999,21.8888326848249
3584,Absolut Raspberri,750mL,452,8131.48,17.99
3587,Stolichnaya Cranberi,750mL,2,37.98,18.99
3591,Absolut Vanilia,750mL,393,7070.07,17.99
3592,Burnetts Pineapple Vodka,1.75L,464,4635.36,9.989999999999998
3593,Smirnoff Blue 100 Proof Trav,1.75L,303,8177.969999999999,26.99
3595,Smirnoff Blue 100 Proof,750mL,459,7339.41,15.99
3597,UV Sangria Vodka,750mL,125,1114.75,8.918
3598,Ice Pik Vodka,750mL,162,2266.38,13.99
3599,Bakon Vodka,750mL,6,149.94,24.99
3601,Remy Martin V,750mL,47,1870.53,39.79851063829787
3606,Smirnoff Raspberry Vodka,50mL,19200,19008.0,0.99
3607,Smirnoff Citrus Vodka,50mL,6427,6362.7300000000005,0.9900000000000001
3608,Smirnoff Orange Vodka,50mL,9019,8928.81,0.99
3609,Smirnoff Vanilla Vodka,50mL,10355,10251.45,0.9900000000000001
3610,Smirnoff Cranberry Vodka,750mL,688,7827.12,11.376627906976744
3612,Taaka Vodka,1.75L,2448,22253.52,9.09049019607843
3613,Bacardi Reserva Limitada,750mL,4,359.96,89.99
3614,Finlandia Vodka,1.75L,683,16488.17,24.140805270863833
3615,Bacardi Anejo Mexican Rum,750mL,44,615.56,13.989999999999998
3617,Olmeca Altos Reposado,750mL,254,5585.46,21.99
3618,Pinnacle Mimosa Vodka,750mL,65,649.35,9.99
3620,Powers Signature Release,750mL,52,2079.48,39.99
3622,Spud Potato Vodka,750mL,1,18.49,18.49
3623,Spud Potato Vodka,50mL,2,1.98,0.99
3625,Absolut 80 Proof,750mL,3370,60626.299999999996,17.99
3626,Sauza Extra Gold Tequila,750mL,254,3665.46,14.430944881889763
3627,Absolut 80 Proof,375mL,1087,14941.13,13.745289788408463
3628,Montanya Platino Rum,750mL,7,153.92999999999998,21.99
3629,Flag Hill White Rum,750mL,53,1536.4699999999998,28.989999999999995
3630,Stolichnaya Razberi,1.75L,1969,52581.31,26.70457592686643
3636,Dr McGillicuddy's Mentholmnt,375mL,2594,17187.06,6.625697764070933
3637,Zhenka Vodka Plastic,750mL,3701,19578.29,5.29
3639,Burnetts Peach Vodka,1.75L,401,4005.9900000000002,9.99
3640,Belvedere Cytrus Vodka,750mL,74,1880.26,25.408918918918918
3643,Caldwells Vodka,1.75L,738,7821.62,10.59840108401084
3646,Tarantula Azul Tequila,1.75L,6,119.94,19.99
3648,UV Ruby Red Grapefruit Vodka,750mL,124,1076.76,8.683548387096774
3650,Patron Silver Tequila,750mL,2829,140806.71,49.772608695652174
3651,Belvedere Vodka,50mL,353,1408.47,3.99
3652,Ciroc Pineapple Vodka,1.75L,39,2186.61,56.06692307692308
3654,Patron Reposado Tequila,750mL,216,11834.84,54.790925925925926
3656,Stolichnaya Vanil,1.75L,493,13196.07,26.76687626774848
3658,Patron Anejo Tequila,750mL,184,11008.16,59.82695652173913
3662,Three Olives Blueberry Vodka,750mL,292,3501.08,11.99
3663,Tarantula Azul Tequila,750mL,407,5693.93,13.99
3667,Boru Original Irish Vodka,1.75L,513,10048.869999999999,19.588440545808965
3668,Belvedere Polish Vodka,1.75L,961,41313.39,42.99
3670,Kinky Vodka,750mL,56,895.44,15.99
3671,Stolichnaya Razberi,50mL,8,15.92,1.99
3672,Shady Fruit Real Ruby Red Gr,750mL,189,2225.11,11.773068783068783
3673,Stolichnaya Strawberri,750mL,2,29.98,14.99
3677,Shady Fruit Valencia Orange,750mL,114,1341.8600000000001,11.770701754385966
3679,Chopin Vodka,750mL,567,12468.33,21.99
3680,Stolichnaya Ohranj,1.75L,745,19925.55,26.745704697986575
3681,OuterSpace Vodka,750mL,45,1349.55,29.99
3682,Belvedere Vodka,750mL,598,15332.019999999999,25.638829431438126
3683,Stolichnaya Ohranj,750mL,409,7417.91,18.136699266503665
3684,Fleischmanns Royal Vodka,1.75L,4730,47546.2,10.052050739957716
3687,Fleischmanns Royal Traveler,750mL,1720,9634.800000000001,5.601627906976745
3688,Bowman's Light Vodka,1.75L,53,264.47,4.99
3689,Stolichnaya Vanil,750mL,525,9511.75,18.117619047619048
3690,Tanqueray Ten Gin,750mL,229,6759.71,29.51838427947598
3693,Smirnoff Ruby Red Grapefruit,750mL,504,5656.96,11.224126984126984
3694,Stolichnaya Razberi,750mL,1219,22075.809999999998,18.10977030352748
3695,Rain Organics Vodka,750mL,236,2791.64,11.828983050847457
3696,Gilbeys Vodka,1.75L,2928,30885.22,10.54823087431694
3697,Ciroc Pineapple Vodka,50mL,2,3.98,1.99
3699,Chopin Vodka,1.75L,310,12396.9,39.99
3701,UV Sangria Vodka,50mL,1089,1078.1100000000001,0.9900000000000001
3702,Kinky Vodka,50mL,1554,1538.46,0.99
3703,OuterSpace Vodka,50mL,1034,6193.66,5.99
3704,Ciroc Pineapple Vodka,750mL,400,11040.0,27.6
3705,Smirnoff Sours Watermelon,50mL,130,128.7,0.9899999999999999
3706,Pinnacle Citrus Vodka,1.75L,1202,20421.98,16.99
3707,Smirnoff Ruby Red Grapefruit,50mL,257,254.43,0.99
3711,Three Olives Mango Vodka,750mL,8,119.92,14.99
3716,Don Eduardo Anejo Tequila,750mL,27,944.73,34.99
3719,Smirnoff Lime Vodka,750mL,7,83.93,11.99
3722,Finlandia Grapefruit Fusion,750mL,68,847.82,12.467941176470589
3724,Absolut Citron,750mL,997,17936.03,17.99
3725,Three Olives Pomegranate,750mL,475,6952.25,14.636315789473684
3726,Gilbeys Vodka Traveler,750mL,6348,31692.52,4.992520478890989
3727,Absolut Citron,50mL,1899,3779.0099999999998,1.9899999999999998
3728,Absolut Citron,1.75L,1812,46736.88,25.792980132450328
3729,Three Olives Whipped Cream,750mL,3,32.97,10.99
3730,UV Ruby Red Grapefruit Vodka,50mL,1106,1094.94,0.9900000000000001
3731,Absolut Apeach,750mL,265,4767.349999999999,17.99
3732,Pinnacle Raspberry Vodka,1.75L,59,943.41,15.99
3733,Patron Silver Tequila,1.75L,93,11059.07,118.91473118279569
3736,Smirnoff Cherry Vodka,750mL,604,6841.96,11.32774834437086
3737,Pinnacle Blueberry Vodka,1.75L,37,591.63,15.99
3738,Three Olives Chocolate Vodka,750mL,383,4592.17,11.99
3740,Kru Peach Mango Vodka,750mL,25,312.25,12.49
3742,Spring 44 Vodka,750mL,3,83.97,27.99
3743,Smirnoff Sorbet Pine/Coconut,750mL,391,4389.09,11.22529411764706
3745,Taaka Vodka Traveler,750mL,1859,9276.41,4.99
3746,Gordons Vodka 80 Proof,1.75L,4413,57324.87,12.99
3747,Gordons Vodka Traveler,750mL,999,6983.01,6.99
3748,Smirnoff Light Peach Sorbet,750mL,5,47.45,9.49
3750,Margaritaville Island Lime,750mL,1,14.49,14.49
3752,Margaritaville Coconut,750mL,3,43.47,14.49
3753,Margaritaville Tangerine Teq,750mL,1,14.49,14.49
3754,Smirnoff Blueberry Vodka,750mL,692,7779.08,11.241445086705202
3755,Russian Standard Original,750mL,179,3402.21,19.006759776536313
3757,Ketel One 325 Commemorative,Liter,245,7102.55,28.990000000000002
3758,Margaritaville Gold Tequila,1.75L,150,3461.5,23.076666666666668
3760,Absolut Pears,750mL,382,6872.179999999999,17.99
3761,Ciroc Apple Vodka,1.75L,347,16652.53,47.989999999999995
